BioMAP Viewer Mixed Profile,Mechanism,BrEPI_IL-1b/TNF-a/IFN-g_24:CD87/uPAR,BrEPI_IL-1b/TNF-a/IFN-g_24:CXCL10/IP-10,BrEPI_IL-1b/TNF-a/IFN-g_24:CXCL9/MIG,BrEPI_IL-1b/TNF-a/IFN-g_24:HLA-DR,BrEPI_IL-1b/TNF-a/IFN-g_24:IL-1alpha,BrEPI_IL-1b/TNF-a/IFN-g_24:MMP-1,BrEPI_IL-1b/TNF-a/IFN-g_24:PAI-I,BrEPI_IL-1b/TNF-a/IFN-g_24:SRB,BrEPI_IL-1b/TNF-a/IFN-g_24:tPA,BrEPI_IL-1b/TNF-a/IFN-g_24:uPA,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:CD106/VCAM-1,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:Collagen III,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:CXCL10/IP-10,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:CXCL8/IL-8,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:CXCL9/MIG,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:EGFR,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:M-CSF,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:MMP-1,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:PAI-I,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:Proliferation_72hr,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:SRB,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:TIMP-2,HEK/HDFn_IL-1b/TNF-a/IFN-g/TGF-b_24:CCL2/MCP-1,HEK/HDFn_IL-1b/TNF-a/IFN-g/TGF-b_24:CD54/ICAM-1,HEK/HDFn_IL-1b/TNF-a/IFN-g/TGF-b_24:CXCL10/IP-10,HEK/HDFn_IL-1b/TNF-a/IFN-g/TGF-b_24:IL-1alpha,HEK/HDFn_IL-1b/TNF-a/IFN-g/TGF-b_24:MMP-9,HEK/HDFn_IL-1b/TNF-a/IFN-g/TGF-b_24:SRB,HEK/HDFn_IL-1b/TNF-a/IFN-g/TGF-b_24:TIMP-2,HEK/HDFn_IL-1b/TNF-a/IFN-g/TGF-b_24:uPA,HUVEC/PBMC_LPS_24:CCL2/MCP-1,HUVEC/PBMC_LPS_24:CD106/VCAM-1,HUVEC/PBMC_LPS_24:CD142/Tissue Factor,HUVEC/PBMC_LPS_24:CD40,HUVEC/PBMC_LPS_24:CD62E/E-Selectin,HUVEC/PBMC_LPS_24:CXCL8/IL-8,HUVEC/PBMC_LPS_24:IL-1alpha,HUVEC/PBMC_LPS_24:M-CSF,HUVEC/PBMC_LPS_24:sPGE2,HUVEC/PBMC_LPS_24:SRB,HUVEC/PBMC_LPS_24:sTNF-alpha,HUVEC/PBMC_SEB/TSST_24:CCL2/MCP-1,HUVEC/PBMC_SEB/TSST_24:CD38,HUVEC/PBMC_SEB/TSST_24:CD40,HUVEC/PBMC_SEB/TSST_24:CD62E/E-Selectin,HUVEC/PBMC_SEB/TSST_24:CD69,HUVEC/PBMC_SEB/TSST_24:CXCL8/IL-8,HUVEC/PBMC_SEB/TSST_24:CXCL9/MIG,HUVEC/PBMC_SEB/TSST_24:PBMC Cytotoxicity,HUVEC/PBMC_SEB/TSST_24:Proliferation,HUVEC/PBMC_SEB/TSST_24:SRB,HUVEC_IL-1b/TNF-a/IFN-g_24:CCL2/MCP-1,HUVEC_IL-1b/TNF-a/IFN-g_24:CD106/VCAM-1,HUVEC_IL-1b/TNF-a/IFN-g_24:CD141/Thrombomodulin,HUVEC_IL-1b/TNF-a/IFN-g_24:CD142/Tissue Factor,HUVEC_IL-1b/TNF-a/IFN-g_24:CD54/ICAM-1,HUVEC_IL-1b/TNF-a/IFN-g_24:CD62E/E-Selectin,HUVEC_IL-1b/TNF-a/IFN-g_24:CD87/uPAR,HUVEC_IL-1b/TNF-a/IFN-g_24:CXCL8/IL-8,HUVEC_IL-1b/TNF-a/IFN-g_24:CXCL9/MIG,HUVEC_IL-1b/TNF-a/IFN-g_24:HLA-DR,HUVEC_IL-1b/TNF-a/IFN-g_24:Proliferation,HUVEC_IL-1b/TNF-a/IFN-g_24:SRB,HUVEC_IL-4/Histamine_24:CCL2/MCP-1,HUVEC_IL-4/Histamine_24:CCL26/Eotaxin-3,HUVEC_IL-4/Histamine_24:CD106/VCAM-1,HUVEC_IL-4/Histamine_24:CD62P/P-selectin,HUVEC_IL-4/Histamine_24:CD87/uPAR,HUVEC_IL-4/Histamine_24:SRB,HUVEC_IL-4/Histamine_24:VEGFR2,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:CCL2/MCP-1,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:CD106/VCAM-1,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:CD141/Thrombomodulin,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:CD142/Tissue Factor,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:CD87/uPAR,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:CXCL8/IL-8,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:CXCL9/MIG,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:HLA-DR,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:IL-6,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:LDLR,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:M-CSF,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:Proliferation,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:Serum Amyloid A,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:SRB
"Trusted, Agents, Rapamycin, BSK-C016173, 0.46 nM",mTOR inhibitor,-0.024521525,-0.009263536,0.000206661,0.008297952,-0.003286464,-0.054997756,0.0566894,-0.005295814,-0.083953038,-0.02403343,0.029566063,-0.091150873,-0.067910716,-0.01045751,0.007032277,-0.05340582,-0.10298343,-0.034844666,-0.103588323,-0.258911188,-0.090651225,0.0682682,-0.012076916,0.01755394,-0.001841213,-0.03535259,-0.02495098,-0.01149844,0.024433956,0.023657399,-0.070985603,-0.03765839,0.03880922,-0.061794547,0.00258678,-0.028068546,-0.011998772,-0.01450818,0.087519683,-0.088111298,0.036901313,-0.067199715,-0.05142683,-0.04955177,0.062769,0.011702469,-0.008830348,-0.003900928,-0.04530581,-0.1535066,-0.05832552,-0.055369864,-0.01818022,-0.022583958,0.009049705,-0.008145483,0.005697032,-0.109309421,-0.059967246,-0.004768047,-0.039907864,-0.388881,-0.08286028,-0.074725756,-0.01241294,0.018816535,-0.1111527,-0.025357346,-0.092001021,-0.0186462,-0.001418649,-0.015072269,-0.032639643,-0.07677894,-0.06284904,-0.001001073,0.035336267,-0.050821368,-0.01696063,-0.07540339,-0.015763658,-0.206213146,-0.022063882,-0.0491151
"Trusted, Agents, Rapamycin, BSK-C016173, 1.4 nM",mTOR inhibitor,-0.025087328,0.000476804,0.0112951,0.013003701,0.002188247,-0.058199304,0.06400278,-0.01137485,-0.085921189,-0.01875,0.030276718,-0.079151096,-0.031888513,-0.0142011,0.01408163,-0.07650176,-0.097925247,-0.037128765,-0.137240996,-0.259691024,-0.087558069,-7.86E-05,-0.030264592,0.00418671,0.002446508,-0.02805092,-0.02309738,-0.01233822,0.009057212,0.026136336,-0.095798262,-0.05152749,0.02058833,-0.116013034,-0.00220416,-0.031080923,-0.022425185,-0.0163213,0.132507812,-0.090598938,0.04140673,-0.076906556,-0.09547471,-0.09601939,0.04669307,-0.006523582,-0.040545237,-0.008133592,-0.05536104,-0.2139692,-0.0567535,-0.074626093,-0.030978553,-0.034427911,0.014489179,-0.008358932,-0.00241641,-0.140814904,-0.055688784,-0.00397603,-0.054304069,-0.3652265,-0.08813188,-0.090710284,-0.03688513,0.017051522,-0.1054257,-0.027628123,-0.083994718,-0.05457167,0.012326549,-0.012079612,-0.032161742,-0.064706147,-0.056093,0.006418575,0.043372791,-0.046927205,0.02512639,-0.07628195,-0.00746539,-0.223942889,-0.018507964,-0.05935887
"Trusted, Agents, Rapamycin, BSK-C016173, 100 nM",mTOR inhibitor,-0.01341783,-0.030853063,0.01635531,0.004374603,0.006304975,-0.037915946,0.046495973,-0.01875842,-0.094079444,-0.001005924,0.023719207,-0.182444092,-0.005748398,-0.01686259,0.01003733,-0.07779115,-0.058374403,-0.001139984,-0.203648543,-0.351753205,-0.062187666,-0.09813002,,,,,,,,,-0.057353535,-0.029367185,0.1516037,-0.179621832,0.049088575,0.047878206,0.028116859,-0.001956844,0.036925931,-0.085181501,0.034406914,-0.047276362,-0.0622598,-0.06313048,0.119202,0.120760326,0.049022873,-0.001750426,-0.01525523,-0.2542578,-0.07120957,-0.067240376,-0.008033894,0.045351008,0.069836227,0.0243192,0.035101591,-0.226977815,-0.020513982,0.003637693,-0.095075953,-0.4287077,-0.08315184,-0.100060946,0.05750744,0.07324147,-0.06267642,0.061006208,-0.05022902,-0.04699581,0.017741835,-0.006280196,0.013307741,-0.070357557,-0.01275073,0.000375604,-0.011175166,-0.085932919,0.000427677,-0.08706526,0.02130086,-0.243250858,-0.07764121,-0.02718881
"Trusted, Agents, Rapamycin, BSK-C016173, 1000 nM",mTOR inhibitor,-0.035994491,-0.021494816,0.02006492,-0.025175065,-0.005625872,-0.028189972,0.036032826,-0.0863346,-0.11287547,-0.0637567,0.009803043,-0.088665445,-0.063697205,-0.004584416,0.01449822,-0.02056564,-0.066812118,-0.000611779,-0.116527611,-0.332139621,-0.06074627,0.01969258,0.040265275,0.04782252,-0.01242523,-0.000633294,0.02404986,-0.06281645,0.03675226,0.014181824,-0.07562924,-0.070872596,0.08320435,-0.112147732,0.023586025,0.000714124,-0.062381511,-0.04569492,0.18837547,-0.081574238,0.0920809,-0.071414993,-0.1270312,-0.09640627,0.07490487,0.060534794,0.006998253,0.008623723,-0.03508405,-0.2646409,-0.0902528,-0.043108709,-0.04192063,-0.003024973,0.09007532,-0.01605838,-0.016567873,-0.127856803,-0.052884308,0.02175395,-0.130945352,-0.2149368,-0.08911697,-0.070158389,0.0485672,-0.001919597,-0.04277755,0.102189452,-0.068703798,-0.03507754,0.022266404,-0.029325134,0.022413661,-0.07427069,-0.0976626,0.026335485,0.059185133,-0.072432772,0.04418311,-0.04613368,-0.053863215,-0.183693856,0.021538925,-0.02587451
"Trusted, Agents, Rapamycin, BSK-C016173, 111.1 nM",mTOR inhibitor,-0.016762616,-0.029117765,0.02544774,-0.036429071,-0.03708178,0.01173201,0.020307418,-0.03520199,-0.073358006,0.000522785,-0.016110286,-0.07209063,-0.055069842,-0.003740322,0.01688347,-0.07022783,-0.0952731,-0.043345769,-0.146004384,-0.328784112,-0.099371343,-0.02735719,-0.00296162,0.02453988,-0.01936487,0.007475462,0.001784378,-0.03211866,0.003052401,0.004209723,-0.080320748,-0.079700122,0.08734959,-0.177991079,0.007572268,-0.019311945,-0.065577711,-0.05902602,0.160044496,-0.11343611,0.069082874,-0.057261507,-0.130925,-0.1238899,0.09810615,0.056220303,-0.011639683,-0.00520591,-0.04418847,-0.2525785,-0.09511129,-0.084251122,-0.04582153,-0.041885035,0.044699846,-0.01393103,-0.001883642,-0.200817374,-0.063901167,0.01228691,-0.124102561,-0.3058841,-0.1152471,-0.154258619,0.06357852,0.020388959,-0.08310982,0.023318751,-0.077371274,-0.1456941,0.041843597,-0.007881238,-0.045524445,-0.023297089,-0.07160005,0.00700506,0.075291136,-0.047468612,0.0911618,-0.03340275,0.024498695,-0.21755296,-0.012963961,-0.08171572
"Trusted, Agents, Rapamycin, BSK-C016173, 12.3 nM",mTOR inhibitor,-0.029068495,-0.011467287,0.002148038,-0.004152029,0.004338229,-0.050078336,0.080352668,-0.01259631,-0.089302407,-0.01007827,-0.02339324,-0.057809642,-0.055883628,-0.01427263,0.009261451,-0.05183228,-0.088605905,-0.016476663,-0.151392527,-0.325001881,-0.093125309,-0.000251901,0.010281975,0.01930057,-0.007786373,-0.01634407,-0.0138563,-0.01870816,0.027254737,0.030931941,-0.076760058,-0.07520979,0.05945519,-0.177866706,0.014036473,-0.006799016,-0.019342686,-0.03350224,0.141915032,-0.109286059,0.063217635,-0.044897016,-0.1005373,-0.09325392,0.07759252,0.024237733,-0.001040263,-0.00623498,-0.05227373,-0.2102214,-0.08956544,-0.063585761,-0.018452506,-0.031128702,0.046295954,0.001438938,0.005481303,-0.161095012,-0.0477995,-0.002531622,-0.087143135,-0.3262184,-0.09991763,-0.09775538,-0.01271979,0.011858569,-0.1162434,-0.019098115,-0.090506133,-0.06675707,0.005227284,-0.025733245,-0.04547961,-0.067822513,-0.05689808,-0.004083156,0.066587731,-0.051072751,0.02910163,-0.06777761,0.017527371,-0.22012677,-0.021803066,-0.06822844
"Trusted, Agents, Rapamycin, BSK-C016173, 20 nM",mTOR inhibitor,-0.016134824,-0.038561342,-0.01744913,-0.029464738,-0.0170323,-0.041192331,0.035791453,-0.01642883,-0.076344151,-0.04165283,0.022288551,-0.186388927,-0.035510099,-0.02100397,-0.005183048,-0.1284635,-0.053290671,-0.014101209,-0.242218239,-0.327660175,-0.077020207,-0.1033978,,,,,,,,,-0.077424228,-0.05566674,0.1510984,-0.106992752,0.047460229,0.004842802,0.033808298,-0.1049462,0.005892058,-0.083130623,0.034204208,-0.067178777,-0.07331291,-0.1051314,0.08677688,0.195602318,-0.005411044,0.008615376,-0.006495467,-0.2181209,-0.07578947,-0.069339526,-0.011033389,0.00860496,0.07137901,0.02111895,0.015850724,-0.208187948,-0.031233897,0.005943772,-0.079729338,-0.4316583,-0.1028455,-0.043771606,-0.001024333,0.043929125,-0.08450077,0.013922438,-0.050685413,-0.01470304,0.042959692,0.011374981,0.02211047,-0.085655331,-0.08076422,0.016901271,0.01022819,-0.101542334,-0.04812516,-0.0838048,0.081655247,-0.260067389,-0.115227795,-0.02584526
"Trusted, Agents, Rapamycin, BSK-C016173, 333.3 nM",mTOR inhibitor,-0.021715965,-0.015660906,0.02007007,-0.041202031,-0.02398611,0.020748199,0.000243785,-0.02839126,-0.08189754,0.002974043,-0.027536036,-0.05012569,-0.005436499,-0.001061749,0.007055832,-0.06128802,-0.078293371,-0.021656493,-0.106604554,-0.322820367,-0.078109186,-0.003922131,0.007503709,0.02668798,0.001492752,0.005314832,0.03069037,-0.02706466,0.04133938,0.027745448,-0.056676309,-0.055936762,0.09292373,-0.116384273,0.029416177,-0.022611386,-0.059305228,-0.04259206,0.150895327,-0.121444741,0.03954483,-0.080290249,-0.1238968,-0.08723019,0.08343987,0.069994147,0.012918315,0.026103252,-0.0437885,-0.2561361,-0.09138722,-0.06366388,-0.05682393,-0.022908154,0.062867393,-0.01462995,0.001049623,-0.119583749,-0.046144819,0.02624953,-0.100693814,-0.3266697,-0.1036748,-0.173934261,0.12709,0.036277277,-0.07938094,0.042705389,-0.08602235,-0.1600492,-0.00336874,-0.013789076,-0.031568654,-0.046638384,-0.07002542,0.020207096,0.071015442,-0.050463781,0.05616828,-0.06466946,-0.031149941,-0.2077785,-0.054601566,-0.07255169
"Trusted, Agents, Rapamycin, BSK-C016173, 37 nM",mTOR inhibitor,-0.046452057,-0.01084864,0.03204163,-0.009608871,-0.04622032,-0.01718242,-0.005069437,-0.02019395,-0.098926544,-0.007469312,0.004642154,-0.068315321,-0.039438056,-0.002264536,0.0159083,-0.0755145,-0.081849967,-0.008406957,-0.120517585,-0.318321668,-0.089638143,-0.00854285,-0.01397785,0.0241017,0.003010485,-0.007688154,0.01771664,-0.03367416,0.032286063,0.017429365,-0.060093095,-0.069593494,0.06795404,-0.14457697,0.026279051,-0.020765266,-0.082612378,-0.04576948,0.130316511,-0.11090331,0.05480799,-0.05757025,-0.1114012,-0.08064276,0.08758566,0.072012236,-0.024522801,0.005410001,-0.05105234,-0.2521766,-0.08819123,-0.085493214,-0.042254629,-0.027527348,0.057384265,-0.003745413,0.002089387,-0.16825318,-0.056675813,0.006266471,-0.096133107,-0.3294601,-0.108116,-0.091058756,0.05959707,0.041635792,-0.0948274,0.012407236,-0.082266149,-0.1256033,0.013998795,-0.018493762,-0.062873114,-0.068954129,-0.0855443,0.00885613,0.069663429,-0.087716853,0.06013515,-0.06879994,-0.011726236,-0.213102283,-0.046605271,-0.08255483
"Trusted, Agents, Rapamycin, BSK-C016173, 4.1 nM",mTOR inhibitor,-0.01974059,-0.000964677,0.00780033,0.015927981,0.007161304,-0.058974942,0.071185722,-0.009833897,-0.084247679,-0.01989724,0.000273481,-0.039485545,-0.049539495,-0.01529696,0.007497229,-0.04288373,-0.07449995,-0.013298015,-0.158400216,-0.335714539,-0.109984958,-0.01534023,0.018723436,0.01667944,0.001612656,-0.01364086,0.005991816,-0.016498,0.033801046,0.027951169,-0.071457218,-0.078103318,0.05715027,-0.117563311,0.017778936,-0.018271968,-0.021486107,-0.05663043,0.115994016,-0.12496306,0.054161879,-0.042463306,-0.09517645,-0.08519967,0.07202577,0.043566977,-0.011681197,-0.002615364,-0.03177035,-0.2299967,-0.09040047,-0.065904149,-0.018618634,-0.026018701,0.03432809,0.01105898,0.010070834,-0.161097875,-0.049393619,0.001681102,-0.074382539,-0.3708851,-0.1070373,-0.055550321,-0.02634952,0.018136768,-0.1241562,-0.025850323,-0.097516296,-0.0671547,0.005276216,-0.021201517,-0.055556005,-0.066536576,-0.05668127,-0.000728671,0.050264262,-0.059335006,0.01279308,-0.06431279,-0.003714797,-0.225326684,-0.01005604,-0.06451372
"Trusted, Agents, Temsirolimus, BSK-C016173, 0.51 nM",mTOR inhibitor,0.00259042,0.010899309,-0.01142698,0.016549487,0.007492629,-0.090033438,-0.008227512,-0.008626734,-0.119457846,-0.06211427,0.05018239,-0.018999372,-0.096053045,-0.01290772,-0.02558858,-0.05348837,-0.032085435,-0.019084225,-0.132902875,-0.299562948,-0.078626148,-0.01115365,0.055427951,0.02547617,0.02163654,0.03160508,-0.03253182,-0.01415732,0.103678192,0.039749474,-0.004449326,-0.02696326,0.04207429,0.001081034,0.020031675,-0.047663174,0.044569954,-0.01428198,0.184142765,-0.090103109,-0.048420656,-0.014782095,-0.03974471,-0.07416478,0.09008739,0.076835038,0.005940883,0.002440492,-0.008244289,-0.1477265,-0.07744041,0.040730943,-0.004869792,0.029852635,0.133242899,0.01310826,0.035078899,-0.124669335,-0.072784013,0.01544034,-0.074444045,-0.3999198,-0.09136279,0.104955043,-0.01154212,0.036293323,-0.004489986,-0.003043302,-0.077982603,0.06764065,-0.017449317,0.014140575,-0.030479139,-0.022376751,-0.01772631,0.007651245,0.016306674,-0.044530997,0.0284945,-0.04056011,-0.030896022,-0.221815119,0.022428131,-0.04931334
"Trusted, Agents, Temsirolimus, BSK-C016173, 1.5 nM",mTOR inhibitor,-0.029294922,0.008861396,-0.009312027,0.000879689,-0.05856226,-0.069830052,-0.031411319,-0.001231353,-0.092051512,-0.03409785,0.040824743,0.027233393,-0.018480753,-0.006241997,0.01279678,-0.04156401,-0.011853809,-0.024128656,-0.097835612,-0.299406755,-0.088318021,0.01778201,0.077545483,-0.01472988,0.0278332,0.02781035,-0.01059144,-0.03965057,0.090461495,0.05019036,-0.045526252,-0.061948206,0.06072564,-0.151801978,0.002252668,-0.042039506,0.013881899,-0.06889893,0.149136946,-0.115339917,-0.042193591,-0.010043982,-0.05864186,-0.1198017,0.04972763,0.056557944,0.000898467,0.020065788,-0.02984933,-0.1801917,-0.07361493,-0.019903529,-0.031544444,-0.039450348,0.129774471,0.008972777,0.018044016,-0.119062827,-0.088128985,0.008510142,-0.067832563,-0.4246341,-0.07839209,0.064469241,-0.02468372,0.015892575,-0.09012422,0.020077114,-0.08621592,0.03495103,0.039323315,0.010311611,0.002296382,-0.002879822,-0.02259673,0.013185226,0.013249153,-0.099279368,0.06735003,-0.04443614,-0.012250469,-0.235876241,-0.000253012,-0.05637998
"Trusted, Agents, Temsirolimus, BSK-C016173, 10000 nM",mTOR inhibitor,-0.039385899,-0.040188933,0.009647229,-0.046582904,-0.01240226,0.035847757,0.018843858,-0.0104749,-0.092846904,-0.009612709,0.003851725,-0.094509745,-0.004740485,-0.03699128,0.04231736,-0.07976889,-0.114511432,0.033813215,-0.33736799,-0.503922657,-0.078063968,-0.000624578,-0.072049319,0.005254552,-0.04222344,-0.003474984,-0.0518066,-0.01474916,-0.049166892,0.021588419,-0.161671278,-0.152159277,0.04351879,-0.164444994,-0.081802462,-0.091373286,-0.031404437,-0.0999986,0.158362311,-0.121484418,-0.005826671,-0.122073617,-0.220369,-0.1441633,-0.07367925,-0.085553948,-0.138676769,0.002978169,-0.02861891,-0.3941768,-0.09062613,-0.101683649,-0.077039562,0.001222132,0.09645095,-0.01609023,-0.051305082,-0.19726854,-0.051222751,-0.008548517,-0.202988342,-0.3941509,-0.1267092,-0.128905328,-0.04830621,-0.005674547,-0.112244,-0.048415257,-0.095899233,-0.08148802,-0.01866829,0.008626505,-0.01774451,-0.092857281,-0.09086102,-0.001806893,0.022197737,-0.085757202,-0.004341587,-0.1042107,-0.001654123,-0.346884414,0.001274208,-0.09046445
"Trusted, Agents, Temsirolimus, BSK-C016173, 1111.1 nM",mTOR inhibitor,-0.035925764,-0.058127711,0.007825873,-0.047472012,0.001799932,0.019758483,0.027870656,-0.01780394,-0.068077862,-0.0197483,0.012353525,-0.025608375,-0.020558115,-0.002375416,0.03103496,-0.03815649,-0.087652354,-0.005908096,-0.179344156,-0.390944466,-0.079720279,-0.005074376,0.006015604,0.0166375,-0.01702775,-0.008071973,-0.01989542,-0.03413552,0.033819651,0.047357921,-0.092665794,-0.085032885,0.08122403,-0.099428874,0.00194278,-0.06446505,-0.016890641,-0.07638539,0.143028691,-0.119503143,0.004716613,-0.106309491,-0.1454209,-0.1242119,0.0608083,0.00630783,-0.015490236,0.006393421,-0.0364444,-0.2981125,-0.1207086,-0.075419743,-0.057228964,-0.012742953,0.09510147,-0.0158011,-0.004960717,-0.167646564,-0.05533355,0.002853204,-0.167922527,-0.3812137,-0.1387055,-0.122936748,-0.0358234,-0.005398724,-0.08881515,-0.02246151,-0.095071215,-0.05175733,-0.007145569,-0.023839977,0.006632192,-0.041294272,-0.06135273,0.010198784,0.025686748,-0.046459395,0.04455989,-0.08031704,-0.018016758,-0.26639241,-0.0160659,-0.07320888
"Trusted, Agents, Temsirolimus, BSK-C016173, 123.5 nM",mTOR inhibitor,-0.051065862,-0.005596022,0.01047766,-0.03687493,-0.005987015,-0.026674254,0.06093672,-0.01788754,-0.042211821,-0.01565833,0.034749259,0.005894337,-0.020717515,-0.005973696,0.03076356,-0.03804369,-0.031605349,-0.002385781,-0.108025467,-0.303393717,-0.103511639,0.03548161,0.028531825,0.007649119,0.009918452,0.01830758,0.02897814,-0.05037003,0.070053899,0.094957876,-0.060835766,-0.057873823,0.0476872,-0.08827391,0.02379419,-0.042845428,-0.008853633,-0.07421304,0.128038467,-0.110938214,-0.017386011,-0.090802101,-0.1186118,-0.09616855,0.07281965,0.041109577,-0.038335754,0.018191901,-0.04980827,-0.2712457,-0.1131608,-0.037255836,-0.026678308,0.003653375,0.103857582,0.00441679,0.012276741,-0.14492725,-0.062087336,0.01117053,-0.132798745,-0.390232,-0.08964368,-0.092269522,0.02634953,0.006520066,-0.0448217,0.040908508,-0.088840738,-0.05059968,0.021365642,0.009598876,0.019026158,-0.035929707,-0.04459406,0.023728266,0.023090948,-0.070933616,0.04171231,-0.0897011,0.005670792,-0.231519598,-0.014103665,-0.05383544
"Trusted, Agents, Temsirolimus, BSK-C016173, 13.7 nM",mTOR inhibitor,-0.107467603,0.038581563,-0.002449833,-0.057601604,-0.03536701,-0.046778072,0.036883642,-0.002509377,-0.083592679,-0.02199416,0.01924295,-0.001247649,-0.044980132,-0.0103334,0.03668551,-0.145505,-0.028578883,-0.065442616,-0.133771837,-0.340315599,-0.102359541,0.007438375,-0.011317193,-0.00951544,0.004310275,0.02127543,-0.0207361,-0.05104579,-0.012154574,0.044534195,-0.1128393,-0.072101749,0.05030302,-0.180223907,-0.001095266,-0.048472533,-0.051074509,-0.09361878,0.173664995,-0.111695466,0.002982286,-0.124096742,-0.1238531,-0.184443,0.04845249,0.004593807,-0.028877555,0.02180085,-0.04889863,-0.2395632,-0.09493296,-0.080903878,-0.03119873,-0.040599023,0.114072319,0.008333039,0.000522504,-0.160475769,-0.106117063,0.01631251,-0.137194864,-0.4752425,-0.1044919,-0.210364203,-0.01001627,0.023003349,-0.0603598,-0.008249998,-0.102940466,-0.06837198,-0.028744837,-0.022918728,0.001304842,-0.122786121,-0.09707925,0.004367955,-0.001739098,-0.137904537,0.03109227,-0.1390103,-0.019174008,-0.264593606,-0.03119352,-0.06520978
"Trusted, Agents, Temsirolimus, BSK-C016173, 3333.3 nM",mTOR inhibitor,-0.014496127,-0.015876602,0.01447515,-0.035668635,-0.000429871,0.042381944,0.106417598,-0.006018673,-0.069254632,-0.009558676,-0.023337376,-0.008044465,0.007886196,-0.007815569,0.007215799,-0.009350337,-0.073953758,0.011133768,-0.208732835,-0.498480916,-0.077205147,-0.09014228,-0.080972357,-0.001143882,-0.03356433,0.003143194,-0.03442782,-0.008119927,-0.062759825,0.005416826,-0.126922757,-0.110403049,0.07722951,-0.092061519,0.01613966,-0.048205852,-0.018622931,-0.06464105,0.214413494,-0.164392651,0.037020436,-0.118228314,-0.2363859,-0.1603147,0.01963488,-0.050881431,-0.05283747,-0.012298057,-0.00870232,-0.3480934,-0.1383719,-0.087275709,-0.079000275,-0.003379106,0.084321947,-0.02502924,-0.025542009,-0.125386152,-0.033271411,-0.002605955,-0.130672529,-0.3570371,-0.1488154,-0.069719743,-0.05853022,-0.006320489,-0.02983306,-0.083704038,-0.135887779,-0.05560817,-0.019664439,-0.017868454,-0.013203441,-0.069989252,-0.09246198,-0.005988178,0.017558657,-0.026998628,-0.01154569,-0.1089844,-0.00648247,-0.318284364,-0.02917399,-0.07846365
"Trusted, Agents, Temsirolimus, BSK-C016173, 370.4 nM",mTOR inhibitor,-0.01699324,-0.027044874,0.01137162,-0.021251296,0.004936632,0.001823857,0.051399758,-0.009829161,-0.081565615,-0.0231692,0.018805489,-0.00158701,0.003341133,-0.002309187,0.01929878,-0.03480856,-0.052324464,-0.001327937,-0.16484158,-0.352637313,-0.093484472,-0.005584385,0.010950038,0.01098991,-0.005224637,-0.00650546,0.01485485,-0.03339854,0.040982366,0.058548068,-0.08585102,-0.080532944,0.08595159,-0.118142617,0.02229922,-0.033487064,-0.021850971,-0.06304648,0.208840457,-0.123831477,-0.015092814,-0.116812719,-0.1491607,-0.1369259,0.06217591,0.001306547,-0.007287634,0.007523183,-0.04372076,-0.2927264,-0.1290173,-0.064299719,-0.047591319,-0.018772677,0.087888043,-0.008358669,0.001810732,-0.148083405,-0.062319695,0.003065415,-0.140746506,-0.3722618,-0.1152167,-0.129530883,-0.04785166,-0.000687315,-0.05085345,0.008222444,-0.1034701,-0.03838238,0.00355419,-0.012858762,-0.004666383,-0.056408655,-0.04194362,0.017064938,0.02200924,-0.042292262,0.02615886,-0.07231551,-0.001018147,-0.264836383,-0.006289106,-0.06414851
